u,v,key,osmid,highway,junction,maxspeed,ref,oneway,reversed,length,name,lanes,width,bridge,access,service,geometry
7524556117,8346945906,0,804464495,cycleway,,,,False,True,78.85577877747652,,,,,,,"LINESTRING (2.0300317 41.3187413, 2.0293681 41.3192458)"
7524556117,8346947733,0,898160993,cycleway,,,,False,False,7.700746137699885,,,,,,,"LINESTRING (2.0300317 41.3187413, 2.0300948 41.3187918)"
7524556118,7524556179,0,804464496,cycleway,,,,False,False,1.8020859316285815,,,,,,,"LINESTRING (2.0273747 41.3148431, 2.0273648 41.3148287)"
7524556118,7524556127,0,804464496,cycleway,,,,False,True,2.3410633898492708,,,,,,,"LINESTRING (2.0273747 41.3148431, 2.0273727 41.3148641)"
7524556119,7524556180,0,804464495,cycleway,,,,False,False,2.805426690560493,,,,,,,"LINESTRING (2.0268377 41.3191225, 2.026813 41.3191396)"
7524556119,7524556146,0,804464495,cycleway,,,,False,True,4.264839674920248,,,,,,,"LINESTRING (2.0268377 41.3191225, 2.0268799 41.3191009)"
7524556120,7524556156,0,804464495,cycleway,,,,False,False,5.187012836483863,,,,,,,"LINESTRING (2.0282849 41.3200209, 2.028347 41.32002)"
7524556120,7524556160,0,804464495,cycleway,,,,False,True,0.6847927161835625,,,,,,,"LINESTRING (2.0282849 41.3200209, 2.0282771 41.3200228)"
7524556121,7524556157,0,804464495,cycleway,,,,False,False,1.3428904921175333,,,,,,,"LINESTRING (2.029515 41.3169581, 2.0294991 41.3169563)"
7524556121,7524556182,0,804464495,cycleway,,,,False,True,1.1426252831351924,,,,,,,"LINESTRING (2.029515 41.3169581, 2.0295273 41.3169626)"
7524556122,8346945913,0,804464495,cycleway,,,,False,False,9.650525878836607,,,,,,,"LINESTRING (2.0283681 41.3200097, 2.0284491 41.3199478)"
7524556122,7524556181,0,804464495,cycleway,,,,False,True,0.914846639641228,,,,,,,"LINESTRING (2.0283681 41.3200097, 2.0283593 41.3200146)"
7524556123,7524556134,0,804464496,cycleway,,,,False,False,135.2735683889193,,,,,,,"LINESTRING (2.0284834 41.3160136, 2.0275475 41.3150207)"
7524556123,7524556175,0,804464496,cycleway,,,,False,True,37.546795054748955,,,,,,,"LINESTRING (2.0284834 41.3160136, 2.0287605 41.3162795)"
7524556124,7524556151,0,804464495,cycleway,,,,False,False,2.331835129351342,,,,,,,"LINESTRING (2.0269863 41.3189711, 2.0269788 41.3189913)"
7524556124,7524556135,0,804464495,cycleway,,,,False,True,2.5269024576047205,,,,,,,"LINESTRING (2.0269863 41.3189711, 2.0269961 41.3189496)"
7524556126,7524556164,0,804464495,cycleway,,,,False,False,1.4470481879068817,,,,,,,"LINESTRING (2.0301638 41.3186222, 2.0301802 41.318618)"
7524556126,7524556153,0,804464495,cycleway,,,,False,True,2.3906960965697626,,,,,,,"LINESTRING (2.0301638 41.3186222, 2.0301354 41.3186249)"
7524556127,7524556118,0,804464496,cycleway,,,,False,False,2.3410633898492708,,,,,,,"LINESTRING (2.0273727 41.3148641, 2.0273747 41.3148431)"
7524556127,7524556145,0,804464496,cycleway,,,,False,True,3.8640456211402103,,,,,,,"LINESTRING (2.0273727 41.3148641, 2.0273809 41.3148983)"
7524556128,7524556146,0,804464495,cycleway,,,,False,False,2.927029180348363,,,,,,,"LINESTRING (2.0269062 41.3190835, 2.0268799 41.3191009)"
7524556128,8346945912,0,804464495,cycleway,,,,False,True,2.3489606790265563,,,,,,,"LINESTRING (2.0269062 41.3190835, 2.0269264 41.3190688)"
7524556129,7524556103,0,1222056734,cycleway,,,,False,False,3.6604622924830363,,,,,,,"LINESTRING (2.0282037 41.3201161, 2.0282052 41.3200832)"
7524556129,7524556166,0,1222056734,cycleway,,,,False,True,1.3461040126202835,,,,,,,"LINESTRING (2.0282037 41.3201161, 2.0282001 41.3201279)"
7524556130,7524556104,0,804464495,cycleway,,,,False,False,3.051701539929397,,,,,,,"LINESTRING (2.0294708 41.316958, 2.0294402 41.316973)"
7524556130,7524556157,0,804464495,cycleway,,,,False,True,2.3710262216407685,,,,,,,"LINESTRING (2.0294708 41.316958, 2.0294991 41.3169563)"
7524556131,7524556168,0,1222056734,cycleway,,,,False,False,5.4814772364486055,,,,,,,"LINESTRING (2.0261104 41.3199603, 2.0261578 41.3199944)"
7524556131,7524556158,0,1222056735,cycleway,,,,False,True,5.4414158934647086,,,,,,,"LINESTRING (2.0261104 41.3199603, 2.0260871 41.3199146)"
7524556132,7524556152,0,1222056734,cycleway,,,,False,False,0.9240475239609576,,,,,,,"LINESTRING (2.0272984 41.3208114, 2.0273094 41.3208105)"
7524556132,7524556106,0,1222056734,cycleway,,,,False,True,0.9520813967070811,,,,,,,"LINESTRING (2.0272984 41.3208114, 2.027287 41.3208113)"
7524556133,7524556144,0,804464495,cycleway,,,,False,False,0.8851246401447067,,,,,,,"LINESTRING (2.0300554 41.3186879, 2.0300567 41.31868)"
7524556133,7524556107,0,804464495,cycleway,,,,False,True,3.188764704123126,,,,,,,"LINESTRING (2.0300554 41.3186879, 2.0300526 41.3187165)"
7524556134,7524556161,0,804464496,cycleway,,,,False,False,1.539048148928398,,,,,,,"LINESTRING (2.0275475 41.3150207, 2.0275349 41.3150106)"
7524556134,7524556123,0,804464496,cycleway,,,,False,True,135.2735683889193,,,,,,,"LINESTRING (2.0275475 41.3150207, 2.0284834 41.3160136)"
7524556135,7524556124,0,804464495,cycleway,,,,False,False,2.5269024576047205,,,,,,,"LINESTRING (2.0269961 41.3189496, 2.0269863 41.3189711)"
7524556135,7524556142,0,804464495,cycleway,,,,False,True,2.212342286521459,,,,,,,"LINESTRING (2.0269961 41.3189496, 2.0270122 41.3189338)"
7524556136,7524556099,0,804464495,cycleway,,,,False,False,7.989525136269646,,,,,,,"LINESTRING (2.0307439 41.3179884, 2.0307037 41.3179232)"
7524556136,7524556163,0,804464495,cycleway,,,,False,True,9.190033285612053,,,,,,,"LINESTRING (2.0307439 41.3179884, 2.0307799 41.3180665)"
7524556137,7524556153,0,804464495,cycleway,,,,False,False,1.708322566135892,,,,,,,"LINESTRING (2.0301162 41.3186302, 2.0301354 41.3186249)"
7524556137,8346947735,0,804464495,cycleway,,,,False,True,3.4094888562300856,,,,,,,"LINESTRING (2.0301162 41.3186302, 2.0300879 41.3186523)"
7524556138,7524556171,0,804464496,cycleway,,,,False,False,3.145418618604986,,,,,,,"LINESTRING (2.0274471 41.3149803, 2.0274206 41.3149602)"
7524556138,7524556108,0,804464496,cycleway,,,,False,True,3.309269497681365,,,,,,,"LINESTRING (2.0274471 41.3149803, 2.0274814 41.3149952)"
7524556139,7524556109,0,804464495,cycleway,,,,False,False,3.3505024032705375,,,,,,,"LINESTRING (2.0285436 41.3176852, 2.0285078 41.3176988)"
7524556139,7524556165,0,804464495,cycleway,,,,False,True,1.8336969054568981,,,,,,,"LINESTRING (2.0285436 41.3176852, 2.0285628 41.3176772)"
7524556140,7524556166,0,1222056734,cycleway,,,,False,False,1.5113369793208118,,,,,,,"LINESTRING (2.0281944 41.3201408, 2.0282001 41.3201279)"
7524556140,7524556113,0,1222056734,cycleway,,,,False,True,2.1438300543156763,,,,,,,"LINESTRING (2.0281944 41.3201408, 2.0281795 41.3201565)"
7524556141,8346945914,0,804464494,cycleway,,,,False,False,10.24254494264519,,,,,,,"LINESTRING (2.029403 41.3169994, 2.0293165 41.3169341)"
7524556141,7524556112,0,804464495,cycleway,,,,False,False,97.62248954142345,,,,,,,"LINESTRING (2.029403 41.3169994, 2.0286107 41.3176449)"
7524556141,7524556104,0,804464495,cycleway,,,,False,True,4.274275075650149,,,,,,,"LINESTRING (2.029403 41.3169994, 2.0294402 41.316973)"
7524556142,7524556135,0,804464495,cycleway,,,,False,False,2.212342286521459,,,,,,,"LINESTRING (2.0270122 41.3189338, 2.0269961 41.3189496)"
7524556142,7524556115,0,804464495,cycleway,,,,False,True,182.65770833471453,,,,,,,"LINESTRING (2.0270122 41.3189338, 2.0284771 41.317714)"
7524556143,7524556169,0,1222056734,cycleway,,,,False,False,1.1315285893215337,,,,,,,"LINESTRING (2.0272648 41.3208043, 2.0272762 41.3208098)"
7524556143,9959453008,0,1222056734,cycleway,,,,False,True,9.163213989770576,,,,,,,"LINESTRING (2.0272648 41.3208043, 2.0271862 41.3207468)"
7524556144,7524556178,0,804464495,cycleway,,,,False,False,1.2776231564127798,,,,,,,"LINESTRING (2.0300567 41.31868, 2.0300649 41.3186703)"
7524556144,7524556133,0,804464495,cycleway,,,,False,True,0.8851246401447067,,,,,,,"LINESTRING (2.0300567 41.31868, 2.0300554 41.3186879)"
7524556145,7524556127,0,804464496,cycleway,,,,False,False,3.8640456211402103,,,,,,,"LINESTRING (2.0273809 41.3148983, 2.0273727 41.3148641)"
7524556145,7524556101,0,804464496,cycleway,,,,False,True,4.135107174839916,,,,,,,"LINESTRING (2.0273809 41.3148983, 2.0273943 41.3149341)"
7524556146,7524556119,0,804464495,cycleway,,,,False,False,4.264839674920248,,,,,,,"LINESTRING (2.0268799 41.3191009, 2.0268377 41.3191225)"
7524556146,7524556128,0,804464495,cycleway,,,,False,True,2.927029180348363,,,,,,,"LINESTRING (2.0268799 41.3191009, 2.0269062 41.3190835)"
7524556147,7524556163,0,804464495,cycleway,,,,False,False,6.2844353459486,,,,,,,"LINESTRING (2.0308103 41.3181182, 2.0307799 41.3180665)"
7524556147,7524556110,0,804464495,cycleway,,,,False,True,1.482874315532153,,,,,,,"LINESTRING (2.0308103 41.3181182, 2.0308116 41.3181315)"
7524556148,7524556167,0,804464495,cycleway,,,,False,False,139.86860521121162,,,,,,,"LINESTRING (2.0306893 41.3179118, 2.029565 41.3169795)"
7524556148,7524556099,0,804464495,cycleway,,,,False,True,1.7473175059774457,,,,,,,"LINESTRING (2.0306893 41.3179118, 2.0307037 41.3179232)"
7524556149,8346947724,0,898160995,cycleway,,,,False,True,8.027931839639697,,,,,,,"LINESTRING (2.0281358 41.3201887, 2.0282045 41.3202392)"
7524556149,7524556113,0,1222056734,cycleway,,,,False,False,5.112553626158056,,,,,,,"LINESTRING (2.0281358 41.3201887, 2.0281795 41.3201565)"
7524556149,7524556174,0,1222056734,cycleway,,,,False,True,91.95891989945092,,,,,,,"LINESTRING (2.0281358 41.3201887, 2.0273639 41.3207785)"
7524556150,7524554145,0,804464496,cycleway,,,,False,False,3.093148336742742,,,,,,,"LINESTRING (2.0265298 41.3139539, 2.0264972 41.3139407)"
7524556150,8346947718,0,804464496,cycleway,,,,False,True,71.93918635593937,,,,,,,"LINESTRING (2.0265298 41.3139539, 2.0270326 41.3144792)"
7524556151,7524556176,0,804464495,cycleway,,,,False,False,2.406901966883634,,,,,,,"LINESTRING (2.0269788 41.3189913, 2.0269713 41.3190122)"
7524556151,7524556124,0,804464495,cycleway,,,,False,True,2.331835129351342,,,,,,,"LINESTRING (2.0269788 41.3189913, 2.0269863 41.3189711)"
7524556152,7524556177,0,1222056734,cycleway,,,,False,False,1.149414737684269,,,,,,,"LINESTRING (2.0273094 41.3208105, 2.0273222 41.3208067)"
7524556152,7524556132,0,1222056734,cycleway,,,,False,True,0.9240475239609576,,,,,,,"LINESTRING (2.0273094 41.3208105, 2.0272984 41.3208114)"
7524556153,7524556126,0,804464495,cycleway,,,,False,False,2.3906960965697626,,,,,,,"LINESTRING (2.0301354 41.3186249, 2.0301638 41.3186222)"
7524556153,7524556137,0,804464495,cycleway,,,,False,True,1.708322566135892,,,,,,,"LINESTRING (2.0301354 41.3186249, 2.0301162 41.3186302)"
7524556154,7524556108,0,804464496,cycleway,,,,False,False,3.5469305420979103,,,,,,,"LINESTRING (2.0275203 41.315008, 2.0274814 41.3149952)"
7524556154,7524556161,0,804464496,cycleway,,,,False,True,1.2531624671601234,,,,,,,"LINESTRING (2.0275203 41.315008, 2.0275349 41.3150106)"
7524556155,8346945912,0,804464495,cycleway,,,,False,False,2.023542877989124,,,,,,,"LINESTRING (2.0269425 41.3190552, 2.0269264 41.3190688)"
7524556155,7524556162,0,804464495,cycleway,,,,False,True,1.7611185100178386,,,,,,,"LINESTRING (2.0269425 41.3190552, 2.026957 41.3190437)"
7524556156,7524556181,0,804464495,cycleway,,,,False,False,1.1898150637841653,,,,,,,"LINESTRING (2.028347 41.32002, 2.0283593 41.3200146)"
7524556156,7524556120,0,804464495,cycleway,,,,False,True,5.187012836483863,,,,,,,"LINESTRING (2.028347 41.32002, 2.0282849 41.3200209)"
7524556157,7524556130,0,804464495,cycleway,,,,False,False,2.3710262216407685,,,,,,,"LINESTRING (2.0294991 41.3169563, 2.0294708 41.316958)"
7524556157,7524556121,0,804464495,cycleway,,,,False,True,1.3428904921175333,,,,,,,"LINESTRING (2.0294991 41.3169563, 2.029515 41.3169581)"
7524556158,7524556131,0,1222056735,cycleway,,,,False,False,5.4414158934647086,,,,,,,"LINESTRING (2.0260871 41.3199146, 2.0261104 41.3199603)"
7524556158,7524556105,0,1222056735,cycleway,,,,False,True,9.957783768126445,,,,,,,"LINESTRING (2.0260871 41.3199146, 2.0260643 41.3198267)"
7524556159,7524556102,0,804464495,cycleway,,,,False,False,1.7293394378706857,,,,,,,"LINESTRING (2.0285915 41.3176597, 2.0285766 41.3176705)"
7524556159,7524556112,0,804464495,cycleway,,,,False,True,2.297697744979066,,,,,,,"LINESTRING (2.0285915 41.3176597, 2.0286107 41.3176449)"
7524556160,7524556120,0,804464495,cycleway,,,,False,False,0.6847927161835625,,,,,,,"LINESTRING (2.0282771 41.3200228, 2.0282849 41.3200209)"
7524556160,8346945909,0,1222056734,cycleway,,,,False,True,4.113198739062523,,,,,,,"LINESTRING (2.0282771 41.3200228, 2.0282426 41.3200492)"
7524556161,7524556154,0,804464496,cycleway,,,,False,False,1.2531624671601234,,,,,,,"LINESTRING (2.0275349 41.3150106, 2.0275203 41.315008)"
7524556161,7524556134,0,804464496,cycleway,,,,False,True,1.539048148928398,,,,,,,"LINESTRING (2.0275349 41.3150106, 2.0275475 41.3150207)"
7524556162,7524556155,0,804464495,cycleway,,,,False,False,1.7611185100178386,,,,,,,"LINESTRING (2.026957 41.3190437, 2.0269425 41.3190552)"
7524556162,7524556098,0,804464495,cycleway,,,,False,True,1.6183194033297525,,,,,,,"LINESTRING (2.026957 41.3190437, 2.0269639 41.3190301)"
7524556163,7524556136,0,804464495,cycleway,,,,False,False,9.190033285612053,,,,,,,"LINESTRING (2.0307799 41.3180665, 2.0307439 41.3179884)"
7524556163,7524556147,0,804464495,cycleway,,,,False,True,6.2844353459486,,,,,,,"LINESTRING (2.0307799 41.3180665, 2.0308103 41.3181182)"
7524556164,7524556100,0,804464495,cycleway,,,,False,False,2.481435630198112,,,,,,,"LINESTRING (2.0301802 41.318618, 2.0302059 41.3186068)"
7524556164,7524556126,0,804464495,cycleway,,,,False,True,1.4470481879068817,,,,,,,"LINESTRING (2.0301802 41.318618, 2.0301638 41.3186222)"
7524556165,7524556139,0,804464495,cycleway,,,,False,False,1.8336969054568981,,,,,,,"LINESTRING (2.0285628 41.3176772, 2.0285436 41.3176852)"
7524556165,7524556102,0,804464495,cycleway,,,,False,True,1.3723278071954477,,,,,,,"LINESTRING (2.0285628 41.3176772, 2.0285766 41.3176705)"
7524556166,7524556129,0,1222056734,cycleway,,,,False,False,1.3461040126202835,,,,,,,"LINESTRING (2.0282001 41.3201279, 2.0282037 41.3201161)"
7524556166,7524556140,0,1222056734,cycleway,,,,False,True,1.5113369793208118,,,,,,,"LINESTRING (2.0282001 41.3201279, 2.0281944 41.3201408)"
7524556167,7524556182,0,804464495,cycleway,,,,False,False,3.6666828816515946,,,,,,,"LINESTRING (2.029565 41.3169795, 2.0295273 41.3169626)"
7524556167,7524556148,0,804464495,cycleway,,,,False,True,139.86860521121162,,,,,,,"LINESTRING (2.029565 41.3169795, 2.0306893 41.3179118)"
7524556168,11382810164,0,1222056734,cycleway,,,,False,False,4.530552682367601,,,,,,,"LINESTRING (2.0261578 41.3199944, 2.0261967 41.3200228)"
7524556168,7524556131,0,1222056734,cycleway,,,,False,True,5.4814772364486055,,,,,,,"LINESTRING (2.0261578 41.3199944, 2.0261104 41.3199603)"
7524556169,7524556106,0,1222056734,cycleway,,,,False,False,0.9172033832904926,,,,,,,"LINESTRING (2.0272762 41.3208098, 2.027287 41.3208113)"
7524556169,7524556143,0,1222056734,cycleway,,,,False,True,1.1315285893215337,,,,,,,"LINESTRING (2.0272762 41.3208098, 2.0272648 41.3208043)"
7524556170,7524556107,0,804464495,cycleway,,,,False,False,0.8942041749813643,,,,,,,"LINESTRING (2.0300491 41.3187241, 2.0300526 41.3187165)"
7524556170,7524556117,0,804464495,cycleway,,,,False,True,2.4019654390535043,,,,,,,"LINESTRING (2.0300491 41.3187241, 2.0300317 41.3187413)"
7524556171,7524556101,0,804464496,cycleway,,,,False,False,3.6396978469040495,,,,,,,"LINESTRING (2.0274206 41.3149602, 2.0273943 41.3149341)"
7524556171,7524556138,0,804464496,cycleway,,,,False,True,3.145418618604986,,,,,,,"LINESTRING (2.0274206 41.3149602, 2.0274471 41.3149803)"
7524556172,7524556110,0,804464495,cycleway,,,,False,False,1.633251377461042,,,,,,,"LINESTRING (2.0308066 41.3181457, 2.0308116 41.3181315)"
7524556172,7524556173,0,804464495,cycleway,,,,False,True,2.7775698194505836,,,,,,,"LINESTRING (2.0308066 41.3181457, 2.0307844 41.3181643)"
7524556173,7524556172,0,804464495,cycleway,,,,False,False,2.7775698194505836,,,,,,,"LINESTRING (2.0307844 41.3181643, 2.0308066 41.3181457)"
7524556173,7524556111,0,804464495,cycleway,,,,False,True,65.58808721689016,,,,,,,"LINESTRING (2.0307844 41.3181643, 2.0302346 41.3185855)"
7524556173,5552850365,0,898160996,cycleway,,,,False,False,7.676605430739397,,,,,,,"LINESTRING (2.0307844 41.3181643, 2.0308465 41.3182152)"
7524556174,8346947730,0,898160999,cycleway,,,,False,False,7.56030670570933,,,,,,,"LINESTRING (2.0273639 41.3207785, 2.027432 41.3208233)"
7524556174,7524556149,0,1222056734,cycleway,,,,False,False,91.95891989945092,,,,,,,"LINESTRING (2.0273639 41.3207785, 2.0281358 41.3201887)"
7524556174,7524556116,0,1222056734,cycleway,,,,False,True,3.1799850510660015,,,,,,,"LINESTRING (2.0273639 41.3207785, 2.0273358 41.3207978)"
7524556175,7524556123,0,804464496,cycleway,,,,False,False,37.546795054748955,,,,,,,"LINESTRING (2.0287605 41.3162795, 2.0284834 41.3160136)"
7524556175,7524556184,0,804464496,cycleway,,,,False,True,68.72493084121497,,,,,,,"LINESTRING (2.0287605 41.3162795, 2.0292966 41.3167484)"
7524556176,7524556098,0,804464495,cycleway,,,,False,False,2.0841245469087974,,,,,,,"LINESTRING (2.0269713 41.3190122, 2.0269639 41.3190301)"
7524556176,7524556151,0,804464495,cycleway,,,,False,True,2.406901966883634,,,,,,,"LINESTRING (2.0269713 41.3190122, 2.0269788 41.3189913)"
7524556177,7524556116,0,1222056734,cycleway,,,,False,False,1.5064140160381512,,,,,,,"LINESTRING (2.0273222 41.3208067, 2.0273358 41.3207978)"
7524556177,7524556152,0,1222056734,cycleway,,,,False,True,1.149414737684269,,,,,,,"LINESTRING (2.0273222 41.3208067, 2.0273094 41.3208105)"
7524556178,8346947735,0,804464495,cycleway,,,,False,False,2.774079044188922,,,,,,,"LINESTRING (2.0300649 41.3186703, 2.0300879 41.3186523)"
7524556178,7524556144,0,804464495,cycleway,,,,False,True,1.2776231564127798,,,,,,,"LINESTRING (2.0300649 41.3186703, 2.0300567 41.31868)"
7524556179,8346947718,0,804464496,cycleway,,,,False,False,47.75015419464688,,,,,,,"LINESTRING (2.0273648 41.3148287, 2.0270326 41.3144792)"
7524556179,7524556118,0,804464496,cycleway,,,,False,True,1.8020859316285815,,,,,,,"LINESTRING (2.0273648 41.3148287, 2.0273747 41.3148431)"
7524556180,9591557101,0,804464495,cycleway,,,,False,False,39.99428478587456,,,,,,,"LINESTRING (2.026813 41.3191396, 2.026508 41.3194169)"
7524556180,7524556119,0,804464495,cycleway,,,,False,True,2.805426690560493,,,,,,,"LINESTRING (2.026813 41.3191396, 2.0268377 41.3191225)"
7524556181,7524556122,0,804464495,cycleway,,,,False,False,0.914846639641228,,,,,,,"LINESTRING (2.0283593 41.3200146, 2.0283681 41.3200097)"
7524556181,7524556156,0,804464495,cycleway,,,,False,True,1.1898150637841653,,,,,,,"LINESTRING (2.0283593 41.3200146, 2.028347 41.32002)"
7524556182,7524556121,0,804464495,cycleway,,,,False,False,1.1426252831351924,,,,,,,"LINESTRING (2.0295273 41.3169626, 2.029515 41.3169581)"
7524556182,7524556167,0,804464495,cycleway,,,,False,True,3.6666828816515946,,,,,,,"LINESTRING (2.0295273 41.3169626, 2.029565 41.3169795)"
7524556183,8346945909,0,1222056734,cycleway,,,,False,False,3.9381604315655014,,,,,,,"LINESTRING (2.0282096 41.3200745, 2.0282426 41.3200492)"
7524556183,7524556103,0,1222056734,cycleway,,,,False,True,1.034831495789525,,,,,,,"LINESTRING (2.0282096 41.3200745, 2.0282052 41.3200832)"
7524556184,7524556175,0,804464496,cycleway,,,,False,False,68.72493084121497,,,,,,,"LINESTRING (2.0292966 41.3167484, 2.0287605 41.3162795)"
7524556184,7524556114,0,804464496,cycleway,,,,False,True,16.479008922319448,,,,,,,"LINESTRING (2.0292966 41.3167484, 2.0292643 41.3168946)"
7524620894,8346945910,0,804468968,cycleway,,,,False,False,101.40447172209397,,,,,,,"LINESTRING (2.0224167 41.3158673, 2.0231378 41.3151336)"
7524620894,245491934,0,804468968,cycleway,,,,False,True,15.489317700197256,,,,,,,"LINESTRING (2.0224167 41.3158673, 2.022247 41.3159235)"
7524620895,8346947736,0,804468968,cycleway,,,,False,True,79.01149693542256,,,,,,,"LINESTRING (2.0250986 41.3131199, 2.0245439 41.3136955)"
7524620895,11383885236,0,898160997,cycleway,,,,False,False,9.009108073750287,,,,,,,"LINESTRING (2.0250986 41.3131199, 2.0252058 41.3131109)"
7524623708,7524623716,0,804471847,cycleway,,,,False,False,16.747761332328547,,,,,,,"LINESTRING (2.0166402 41.3222395, 2.0167621 41.3221199)"
7524623708,7524623712,0,804471847,cycleway,,,,False,True,20.399183403386395,,,,,,,"LINESTRING (2.0166402 41.3222395, 2.0165108 41.3223951)"
7524623709,7524623723,0,1228659167,cycleway,,,,False,False,5.243698956555493,,,,,,,"LINESTRING (2.0190087 41.3204211, 2.0190669 41.3204034)"
7524623709,10922274015,0,1228659167,cycleway,,,,False,True,11.827597969014809,,,,,,,"LINESTRING (2.0190087 41.3204211, 2.0188733 41.3204523)"
7524623710,7524623724,0,1228659162,cycleway,,,,False,False,39.411777268585446,,,,,,,"LINESTRING (2.0148574 41.3244011, 2.0151081 41.3241008)"
7524623710,7524623733,0,1228659162,cycleway,,,,False,True,17.743668581140387,,,,,,,"LINESTRING (2.0148574 41.3244011, 2.0147521 41.3245397)"
7524623711,7524623743,0,804471847,cycleway,,,,False,False,88.60218001775858,,,,,,,"LINESTRING (2.0168565 41.322038, 2.0175857 41.3214592)"
7524623711,7524623716,0,804471847,cycleway,,,,False,True,12.044925552366996,,,,,,,"LINESTRING (2.0168565 41.322038, 2.0167621 41.3221199)"
7524623712,7524623708,0,804471847,cycleway,,,,False,False,20.399183403386395,,,,,,,"LINESTRING (2.0165108 41.3223951, 2.0166402 41.3222395)"
7524623712,7833993532,0,804471847,cycleway,,,,False,True,19.378783413653117,,,,,,,"LINESTRING (2.0165108 41.3223951, 2.0163872 41.3225426)"
7524623713,10922274015,0,1228659167,cycleway,,,,False,False,14.86363714127864,,,,,,,"LINESTRING (2.0186974 41.3204727, 2.0188733 41.3204523)"
7524623713,11394245022,0,1228659167,cycleway,,,,False,True,47.993679897726956,,,,,,,"LINESTRING (2.0186974 41.3204727, 2.0183456 41.320814)"
7524623716,7524623711,0,804471847,cycleway,,,,False,False,12.044925552366996,,,,,,,"LINESTRING (2.0167621 41.3221199, 2.0168565 41.322038)"
7524623716,7524623708,0,804471847,cycleway,,,,False,True,16.747761332328547,,,,,,,"LINESTRING (2.0167621 41.3221199, 2.0166402 41.3222395)"
7524623718,7524623733,0,1228659162,cycleway,,,,False,False,9.288114603324944,,,,,,,"LINESTRING (2.0146906 41.3246093, 2.0147521 41.3245397)"
7524623718,10922274017,0,1228659162,cycleway,,,,False,True,81.90422961231182,,,,,,,"LINESTRING (2.0146906 41.3246093, 2.0139796 41.3251167)"
7524623720,10922274017,0,1228659162,cycleway,,,,False,False,1.9940056567344298,,,,,,,"LINESTRING (2.013972 41.3251337, 2.0139796 41.3251167)"
7524623720,10922274018,0,1228659162,cycleway,,,,False,True,2.030924718278534,,,,,,,"LINESTRING (2.013972 41.3251337, 2.013978 41.3251514)"
7524623723,7524623738,0,1228659167,cycleway,,,,False,False,8.460479205189905,,,,,,,"LINESTRING (2.0190669 41.3204034, 2.019148 41.3203578)"
7524623723,7524623709,0,1228659167,cycleway,,,,False,True,5.243698956555493,,,,,,,"LINESTRING (2.0190669 41.3204034, 2.0190087 41.3204211)"
7524623724,11394245013,0,1228659162,cycleway,,,,False,False,17.154462548024178,,,,,,,"LINESTRING (2.0151081 41.3241008, 2.0152166 41.3239698)"
7524623724,7524623710,0,1228659162,cycleway,,,,False,True,39.411777268585446,,,,,,,"LINESTRING (2.0151081 41.3241008, 2.0148574 41.3244011)"
7524623733,7524623710,0,1228659162,cycleway,,,,False,False,17.743668581140387,,,,,,,"LINESTRING (2.0147521 41.3245397, 2.0148574 41.3244011)"
7524623733,7524623718,0,1228659162,cycleway,,,,False,True,9.288114603324944,,,,,,,"LINESTRING (2.0147521 41.3245397, 2.0146906 41.3246093)"
7524623738,11394245039,0,1228659167,cycleway,,,,False,False,55.31210268665128,,,,,,,"LINESTRING (2.019148 41.3203578, 2.0196236 41.3200116)"
7524623738,7524623723,0,1228659167,cycleway,,,,False,True,8.460479205189905,,,,,,,"LINESTRING (2.019148 41.3203578, 2.0190669 41.3204034)"
7524623742,11394245016,0,1228659165,cycleway,,,,False,False,50.29915638892612,,,,,,,"LINESTRING (2.0159518 41.3230772, 2.0162665 41.3226915)"
7524623742,11394245014,0,1228659165,cycleway,,,,False,True,110.93687553380231,,,,,,,"LINESTRING (2.0159518 41.3230772, 2.015253 41.3239257)"
7524623743,8346947719,0,804471847,cycleway,,,,False,False,5.422529573623613,,,,,,,"LINESTRING (2.0175857 41.3214592, 2.0176305 41.3214239)"
7524623743,7524623711,0,804471847,cycleway,,,,False,True,88.60218001775858,,,,,,,"LINESTRING (2.0175857 41.3214592, 2.0168565 41.322038)"
7788127166,2216977274,0,210931266,cycleway,,,,False,False,1.7892068739284703,,,,,,,"LINESTRING (2.0555231 41.2914852, 2.0555412 41.2914766)"
7788127166,2216908689,0,210931266,cycleway,,,,False,True,2.117322188155695,,,,,,,"LINESTRING (2.0555231 41.2914852, 2.0555017 41.2914954)"
7833168245,7833168255,0,839426968,cycleway,,,,False,False,6.536997073151115,,,,,,,"LINESTRING (2.0166299 41.3031588, 2.0165655 41.3031922)"
7833168245,7833168254,0,839426968,cycleway,,,,False,True,8.292365891415503,,,,,,,"LINESTRING (2.0166299 41.3031588, 2.0167027 41.3031081)"
7833168247,7833168265,0,839426968,cycleway,,,,False,False,7.659728188039205,,,,,,,"LINESTRING (2.0163118 41.3033101, 2.0162342 41.3033468)"
7833168247,7833168255,0,839426968,cycleway,,,,False,True,24.919488875242184,,,,,,,"LINESTRING (2.0163118 41.3033101, 2.0165655 41.3031922)"
7833168248,7833168258,0,839426971,cycleway,,,,False,True,170.74296137958927,,,,,,,"LINESTRING (2.0184729 41.3016801, 2.0198437 41.3005411)"
7833168248,3088102818,0,898113172,cycleway,,,,False,False,5.293861333136008,,,,,,,"LINESTRING (2.0184729 41.3016801, 2.018522 41.3017102)"
